State,Politics,Consumer,units,Month,Cost,PercentWind,PercentSolar
Illinois,Blue,industrial,cents per kilowatthour,Jan,8.83,0.131155534,0.005667967
Illinois,Blue,industrial,cents per kilowatthour,Feb,8.95,0.163731656,0.01222921
Illinois,Blue,industrial,cents per kilowatthour,Mar,8.38,0.19707192,0.01437053
Illinois,Blue,industrial,cents per kilowatthour,Apr,8.86,0.197250018,0.016557483
Illinois,Blue,industrial,cents per kilowatthour,May,8.58,0.131232857,0.019480976
Illinois,Blue,industrial,cents per kilowatthour,Jun,9.68,0.116436653,0.017779436
Illinois,Blue,industrial,cents per kilowatthour,Jul,9.55,0.059131869,0.017197715
Illinois,Blue,industrial,cents per kilowatthour,Aug,9.25,0.064700341,0.016072059
Illinois,Blue,industrial,cents per kilowatthour,Sep,9.62,0.085304462,0.016412661
Illinois,Blue,industrial,cents per kilowatthour,Oct,9.5,0.146971202,0.016153592
Illinois,Blue,industrial,cents per kilowatthour,Nov,9.2,0.173707596,0.013470626
Illinois,Blue,industrial,cents per kilowatthour,Dec,9.47,0.155383663,0.011509901
Illinois,Blue,residential,cents per kilowatthour,Jan,14.88,0.131155534,0.005667967
Illinois,Blue,residential,cents per kilowatthour,Feb,15.63,0.163731656,0.01222921
Illinois,Blue,residential,cents per kilowatthour,Mar,15.96,0.19707192,0.01437053
Illinois,Blue,residential,cents per kilowatthour,Apr,16.54,0.197250018,0.016557483
Illinois,Blue,residential,cents per kilowatthour,May,16.59,0.131232857,0.019480976
Illinois,Blue,residential,cents per kilowatthour,Jun,16.05,0.116436653,0.017779436
Illinois,Blue,residential,cents per kilowatthour,Jul,15.23,0.059131869,0.017197715
Illinois,Blue,residential,cents per kilowatthour,Aug,15.69,0.064700341,0.016072059
Illinois,Blue,residential,cents per kilowatthour,Sep,15.85,0.085304462,0.016412661
Illinois,Blue,residential,cents per kilowatthour,Oct,16.51,0.146971202,0.016153592
Illinois,Blue,residential,cents per kilowatthour,Nov,17.14,0.173707596,0.013470626
Illinois,Blue,residential,cents per kilowatthour,Dec,15.99,0.155383663,0.011509901
Indiana,Red,all sectors,cents per kilowatthour,Jan,11.42,0.101031154,0.007898201
Indiana,Red,all sectors,cents per kilowatthour,Feb,11.28,0.135827932,0.022392457
Indiana,Red,all sectors,cents per kilowatthour,Mar,11.12,0.172362994,0.02695934
Indiana,Red,all sectors,cents per kilowatthour,Apr,11.29,0.181498079,0.037131882
Indiana,Red,all sectors,cents per kilowatthour,May,11.1,0.1084527,0.053360617
Indiana,Red,all sectors,cents per kilowatthour,Jun,11.42,0.091363138,0.046412474
Indiana,Red,all sectors,cents per kilowatthour,Jul,11.62,0.043497173,0.041648543
Indiana,Red,all sectors,cents per kilowatthour,Aug,11.54,0.047468724,0.047351806
Indiana,Red,all sectors,cents per kilowatthour,Sep,11.24,0.075512741,0.050341827
Indiana,Red,all sectors,cents per kilowatthour,Oct,11.33,0.11908284,0.046597633
Indiana,Red,all sectors,cents per kilowatthour,Nov,11.57,0.140753328,0.021665251
Indiana,Red,all sectors,cents per kilowatthour,Dec,11.31,0.127237487,0.018469958
Indiana,Red,commercial,cents per kilowatthour,Jan,12.5,0.101031154,0.007898201
Indiana,Red,commercial,cents per kilowatthour,Feb,12.56,0.135827932,0.022392457
Indiana,Red,commercial,cents per kilowatthour,Mar,12.9,0.172362994,0.02695934
Indiana,Red,commercial,cents per kilowatthour,Apr,12.74,0.181498079,0.037131882
Indiana,Red,commercial,cents per kilowatthour,May,12.63,0.1084527,0.053360617
Indiana,Red,commercial,cents per kilowatthour,Jun,12.62,0.091363138,0.046412474
Indiana,Red,commercial,cents per kilowatthour,Jul,12.54,0.043497173,0.041648543
Indiana,Red,commercial,cents per kilowatthour,Aug,12.44,0.047468724,0.047351806
Indiana,Red,commercial,cents per kilowatthour,Sep,12.58,0.075512741,0.050341827
Indiana,Red,commercial,cents per kilowatthour,Oct,12.64,0.11908284,0.046597633
Indiana,Red,commercial,cents per kilowatthour,Nov,12.95,0.140753328,0.021665251
Indiana,Red,commercial,cents per kilowatthour,Dec,12.45,0.127237487,0.018469958
Indiana,Red,industrial,cents per kilowatthour,Jan,8.22,0.101031154,0.007898201
Indiana,Red,industrial,cents per kilowatthour,Feb,8.14,0.135827932,0.022392457
Indiana,Red,industrial,cents per kilowatthour,Mar,7.97,0.172362994,0.02695934
Indiana,Red,industrial,cents per kilowatthour,Apr,8.01,0.181498079,0.037131882
Indiana,Red,industrial,cents per kilowatthour,May,7.94,0.1084527,0.053360617
Indiana,Red,industrial,cents per kilowatthour,Jun,7.81,0.091363138,0.046412474
Indiana,Red,industrial,cents per kilowatthour,Jul,8.19,0.043497173,0.041648543
Indiana,Red,industrial,cents per kilowatthour,Aug,8.04,0.047468724,0.047351806
Indiana,Red,industrial,cents per kilowatthour,Sep,7.76,0.075512741,0.050341827
Indiana,Red,industrial,cents per kilowatthour,Oct,7.96,0.11908284,0.046597633
Indiana,Red,industrial,cents per kilowatthour,Nov,8.02,0.140753328,0.021665251
Indiana,Red,industrial,cents per kilowatthour,Dec,7.87,0.127237487,0.018469958
Indiana,Red,residential,cents per kilowatthour,Jan,13.86,0.101031154,0.007898201
Indiana,Red,residential,cents per kilowatthour,Feb,14.12,0.135827932,0.022392457
Indiana,Red,residential,cents per kilowatthour,Mar,14.53,0.172362994,0.02695934
Indiana,Red,residential,cents per kilowatthour,Apr,15.34,0.181498079,0.037131882
Indiana,Red,residential,cents per kilowatthour,May,15.27,0.1084527,0.053360617
Indiana,Red,residential,cents per kilowatthour,Jun,14.89,0.091363138,0.046412474
Indiana,Red,residential,cents per kilowatthour,Jul,14.8,0.043497173,0.041648543
Indiana,Red,residential,cents per kilowatthour,Aug,14.87,0.047468724,0.047351806
Indiana,Red,residential,cents per kilowatthour,Sep,14.93,0.075512741,0.050341827
Indiana,Red,residential,cents per kilowatthour,Oct,15.82,0.11908284,0.046597633
Indiana,Red,residential,cents per kilowatthour,Nov,16.33,0.140753328,0.021665251
Indiana,Red,residential,cents per kilowatthour,Dec,14.42,0.127237487,0.018469958
Iowa,Red,all sectors,cents per kilowatthour,Jan,8.92,0.565356183,0.003192204
Iowa,Red,all sectors,cents per kilowatthour,Feb,8.52,0.762181409,0.007121439
Iowa,Red,all sectors,cents per kilowatthour,Mar,8.58,0.846153846,0.007893853
Iowa,Red,all sectors,cents per kilowatthour,Apr,8.56,0.915369476,0.011093219
Iowa,Red,all sectors,cents per kilowatthour,May,8.99,0.68315508,0.014514897
Iowa,Red,all sectors,cents per kilowatthour,Jun,10.72,0.61251809,0.013929088
Iowa,Red,all sectors,cents per kilowatthour,Jul,11.01,0.381482904,0.014790626
Iowa,Red,all sectors,cents per kilowatthour,Aug,10.77,0.436090226,0.013909774
Iowa,Red,all sectors,cents per kilowatthour,Sep,10.17,0.568896512,0.012388031
Iowa,Red,all sectors,cents per kilowatthour,Oct,8.82,0.752276867,0.0102666
Iowa,Red,all sectors,cents per kilowatthour,Nov,8.82,0.687244898,0.006632653
Iowa,Red,all sectors,cents per kilowatthour,Dec,8.91,0.623733719,0.005627914
Iowa,Red,commercial,cents per kilowatthour,Jan,9.65,0.565356183,0.003192204
Iowa,Red,commercial,cents per kilowatthour,Feb,9.39,0.762181409,0.007121439
Iowa,Red,commercial,cents per kilowatthour,Mar,9.45,0.846153846,0.007893853
Iowa,Red,commercial,cents per kilowatthour,Apr,9.41,0.915369476,0.011093219
Iowa,Red,commercial,cents per kilowatthour,May,10.12,0.68315508,0.014514897
Iowa,Red,commercial,cents per kilowatthour,Jun,11.37,0.61251809,0.013929088
Iowa,Red,commercial,cents per kilowatthour,Jul,11.66,0.381482904,0.014790626
Iowa,Red,commercial,cents per kilowatthour,Aug,11.51,0.436090226,0.013909774
Iowa,Red,commercial,cents per kilowatthour,Sep,10.81,0.568896512,0.012388031
Iowa,Red,commercial,cents per kilowatthour,Oct,10.12,0.752276867,0.0102666
Iowa,Red,commercial,cents per kilowatthour,Nov,10.18,0.687244898,0.006632653
Iowa,Red,commercial,cents per kilowatthour,Dec,10.19,0.623733719,0.005627914
Iowa,Red,industrial,cents per kilowatthour,Jan,6.45,0.565356183,0.003192204
Iowa,Red,industrial,cents per kilowatthour,Feb,6.01,0.762181409,0.007121439
Iowa,Red,industrial,cents per kilowatthour,Mar,5.99,0.846153846,0.007893853
Iowa,Red,industrial,cents per kilowatthour,Apr,6.11,0.915369476,0.011093219
Iowa,Red,industrial,cents per kilowatthour,May,6.24,0.68315508,0.014514897
Iowa,Red,industrial,cents per kilowatthour,Jun,8.15,0.61251809,0.013929088
Iowa,Red,industrial,cents per kilowatthour,Jul,8.24,0.381482904,0.014790626
Iowa,Red,industrial,cents per kilowatthour,Aug,8.02,0.436090226,0.013909774
Iowa,Red,industrial,cents per kilowatthour,Sep,7.87,0.568896512,0.012388031
Iowa,Red,industrial,cents per kilowatthour,Oct,6.41,0.752276867,0.0102666
Iowa,Red,industrial,cents per kilowatthour,Nov,6.29,0.687244898,0.006632653
Iowa,Red,industrial,cents per kilowatthour,Dec,6.21,0.623733719,0.005627914
Iowa,Red,residential,cents per kilowatthour,Jan,11.92,0.565356183,0.003192204
Iowa,Red,residential,cents per kilowatthour,Feb,12.22,0.762181409,0.007121439
Iowa,Red,residential,cents per kilowatthour,Mar,12.93,0.846153846,0.007893853
Iowa,Red,residential,cents per kilowatthour,Apr,13.17,0.915369476,0.011093219
Iowa,Red,residential,cents per kilowatthour,May,14.3,0.68315508,0.014514897
Iowa,Red,residential,cents per kilowatthour,Jun,14.88,0.61251809,0.013929088
Iowa,Red,residential,cents per kilowatthour,Jul,15.01,0.381482904,0.014790626
Iowa,Red,residential,cents per kilowatthour,Aug,14.93,0.436090226,0.013909774
Iowa,Red,residential,cents per kilowatthour,Sep,14.19,0.568896512,0.012388031
Iowa,Red,residential,cents per kilowatthour,Oct,13.33,0.752276867,0.0102666
Iowa,Red,residential,cents per kilowatthour,Nov,13.34,0.687244898,0.006632653
Iowa,Red,residential,cents per kilowatthour,Dec,12.43,0.623733719,0.005627914
Kansas,Red,all sectors,cents per kilowatthour,Jan,10.69,0.417250779,0.000778816
Kansas,Red,all sectors,cents per kilowatthour,Feb,10.83,0.621529358,0.001137915
Kansas,Red,all sectors,cents per kilowatthour,Mar,10.77,0.651680582,0.001284522
Kansas,Red,all sectors,cents per kilowatthour,Apr,10.78,0.804851158,0.001653804
Kansas,Red,all sectors,cents per kilowatthour,May,10.57,0.54281243,0.002012072
Kansas,Red,all sectors,cents per kilowatthour,Jun,11.73,0.51010101,0.001683502
Kansas,Red,all sectors,cents per kilowatthour,Jul,12.25,0.373790677,0.001759015
Kansas,Red,all sectors,cents per kilowatthour,Aug,11.87,0.383605327,0.001500657
Kansas,Red,all sectors,cents per kilowatthour,Sep,11.73,0.42481639,0.001739467
Kansas,Red,all sectors,cents per kilowatthour,Oct,11.01,0.612572162,0.001282874
Kansas,Red,all sectors,cents per kilowatthour,Nov,11.08,0.574935401,0.000861326
Kansas,Red,all sectors,cents per kilowatthour,Dec,10.9,0.484157417,0.001009082
Kansas,Red,commercial,cents per kilowatthour,Jan,10.33,0.417250779,0.000778816
Kansas,Red,commercial,cents per kilowatthour,Feb,10.86,0.621529358,0.001137915
Kansas,Red,commercial,cents per kilowatthour,Mar,10.99,0.651680582,0.001284522
Kansas,Red,commercial,cents per kilowatthour,Apr,10.89,0.804851158,0.001653804
Kansas,Red,commercial,cents per kilowatthour,May,10.51,0.54281243,0.002012072
Kansas,Red,commercial,cents per kilowatthour,Jun,11.54,0.51010101,0.001683502
Kansas,Red,commercial,cents per kilowatthour,Jul,12.34,0.373790677,0.001759015
Kansas,Red,commercial,cents per kilowatthour,Aug,12.04,0.383605327,0.001500657
Kansas,Red,commercial,cents per kilowatthour,Sep,11.87,0.42481639,0.001739467
Kansas,Red,commercial,cents per kilowatthour,Oct,10.96,0.612572162,0.001282874
Kansas,Red,commercial,cents per kilowatthour,Nov,11.06,0.574935401,0.000861326
Kansas,Red,commercial,cents per kilowatthour,Dec,10.74,0.484157417,0.001009082
Kansas,Red,industrial,cents per kilowatthour,Jan,7.71,0.417250779,0.000778816
Kansas,Red,industrial,cents per kilowatthour,Feb,7.58,0.621529358,0.001137915
Kansas,Red,industrial,cents per kilowatthour,Mar,7.47,0.651680582,0.001284522
Kansas,Red,industrial,cents per kilowatthour,Apr,7.49,0.804851158,0.001653804
Kansas,Red,industrial,cents per kilowatthour,May,7.31,0.54281243,0.002012072
Kansas,Red,industrial,cents per kilowatthour,Jun,8.19,0.51010101,0.001683502
Kansas,Red,industrial,cents per kilowatthour,Jul,7.98,0.373790677,0.001759015
Kansas,Red,industrial,cents per kilowatthour,Aug,7.59,0.383605327,0.001500657
Kansas,Red,industrial,cents per kilowatthour,Sep,7.74,0.42481639,0.001739467
Kansas,Red,industrial,cents per kilowatthour,Oct,7.63,0.612572162,0.001282874
Kansas,Red,industrial,cents per kilowatthour,Nov,7.75,0.574935401,0.000861326
Kansas,Red,industrial,cents per kilowatthour,Dec,7.6,0.484157417,0.001009082
Kansas,Red,residential,cents per kilowatthour,Jan,12.98,0.417250779,0.000778816
Kansas,Red,residential,cents per kilowatthour,Feb,13.67,0.621529358,0.001137915
Kansas,Red,residential,cents per kilowatthour,Mar,14.16,0.651680582,0.001284522
Kansas,Red,residential,cents per kilowatthour,Apr,14.3,0.804851158,0.001653804
Kansas,Red,residential,cents per kilowatthour,May,14.06,0.54281243,0.002012072
Kansas,Red,residential,cents per kilowatthour,Jun,14.16,0.51010101,0.001683502
Kansas,Red,residential,cents per kilowatthour,Jul,14.9,0.373790677,0.001759015
Kansas,Red,residential,cents per kilowatthour,Aug,14.49,0.383605327,0.001500657
Kansas,Red,residential,cents per kilowatthour,Sep,14.76,0.42481639,0.001739467
Kansas,Red,residential,cents per kilowatthour,Oct,14.43,0.612572162,0.001282874
Kansas,Red,residential,cents per kilowatthour,Nov,14.75,0.574935401,0.000861326
Kansas,Red,residential,cents per kilowatthour,Dec,13.85,0.484157417,0.001009082
Kentucky,Red,all sectors,cents per kilowatthour,Jan,10.46,0,0.000739973
Kentucky,Red,all sectors,cents per kilowatthour,Feb,10.1,0,0.001997603
Kentucky,Red,all sectors,cents per kilowatthour,Mar,10.11,0,0.002908928
Kentucky,Red,all sectors,cents per kilowatthour,Apr,9.87,0,0.003357958
Kentucky,Red,all sectors,cents per kilowatthour,May,9.84,0,0.003068038
Kentucky,Red,all sectors,cents per kilowatthour,Jun,10.27,0,0.003854802
Kentucky,Red,all sectors,cents per kilowatthour,Jul,10.23,0,0.004269247
Kentucky,Red,all sectors,cents per kilowatthour,Aug,10.34,0,0.004914715
Kentucky,Red,all sectors,cents per kilowatthour,Sep,9.88,0,0.004673771
Kentucky,Red,all sectors,cents per kilowatthour,Oct,10.07,0,0.005982513
Kentucky,Red,all sectors,cents per kilowatthour,Nov,10.31,0,0.002986446
Kentucky,Red,all sectors,cents per kilowatthour,Dec,10.6,0,0.005312967
Kentucky,Red,commercial,cents per kilowatthour,Jan,11.48,0,0.000739973
Kentucky,Red,commercial,cents per kilowatthour,Feb,11.97,0,0.001997603
Kentucky,Red,commercial,cents per kilowatthour,Mar,11.82,0,0.002908928
Kentucky,Red,commercial,cents per kilowatthour,Apr,11.6,0,0.003357958
Kentucky,Red,commercial,cents per kilowatthour,May,11.53,0,0.003068038
Kentucky,Red,commercial,cents per kilowatthour,Jun,11.74,0,0.003854802
Kentucky,Red,commercial,cents per kilowatthour,Jul,11.25,0,0.004269247
Kentucky,Red,commercial,cents per kilowatthour,Aug,11.51,0,0.004914715
Kentucky,Red,commercial,cents per kilowatthour,Sep,11.33,0,0.004673771
Kentucky,Red,commercial,cents per kilowatthour,Oct,11.61,0,0.005982513
Kentucky,Red,commercial,cents per kilowatthour,Nov,11.98,0,0.002986446
Kentucky,Red,commercial,cents per kilowatthour,Dec,11.91,0,0.005312967
Kentucky,Red,industrial,cents per kilowatthour,Jan,7.06,0,0.000739973
Kentucky,Red,industrial,cents per kilowatthour,Feb,6.23,0,0.001997603
Kentucky,Red,industrial,cents per kilowatthour,Mar,6.51,0,0.002908928
Kentucky,Red,industrial,cents per kilowatthour,Apr,6.38,0,0.003357958
Kentucky,Red,industrial,cents per kilowatthour,May,6.13,0,0.003068038
Kentucky,Red,industrial,cents per kilowatthour,Jun,6.45,0,0.003854802
Kentucky,Red,industrial,cents per kilowatthour,Jul,6.6,0,0.004269247
Kentucky,Red,industrial,cents per kilowatthour,Aug,6.64,0,0.004914715
Kentucky,Red,industrial,cents per kilowatthour,Sep,6.39,0,0.004673771
Kentucky,Red,industrial,cents per kilowatthour,Oct,6.58,0,0.005982513
Kentucky,Red,industrial,cents per kilowatthour,Nov,6.56,0,0.002986446
Kentucky,Red,industrial,cents per kilowatthour,Dec,6.85,0,0.005312967
Kentucky,Red,residential,cents per kilowatthour,Jan,12.49,0,0.000739973
Kentucky,Red,residential,cents per kilowatthour,Feb,12.66,0,0.001997603
Kentucky,Red,residential,cents per kilowatthour,Mar,13.17,0,0.002908928
Kentucky,Red,residential,cents per kilowatthour,Apr,13.18,0,0.003357958
Kentucky,Red,residential,cents per kilowatthour,May,13.11,0,0.003068038
Kentucky,Red,residential,cents per kilowatthour,Jun,13.04,0,0.003854802
Kentucky,Red,residential,cents per kilowatthour,Jul,12.63,0,0.004269247
Kentucky,Red,residential,cents per kilowatthour,Aug,12.85,0,0.004914715
Kentucky,Red,residential,cents per kilowatthour,Sep,12.62,0,0.004673771
Kentucky,Red,residential,cents per kilowatthour,Oct,13.5,0,0.005982513
Kentucky,Red,residential,cents per kilowatthour,Nov,13.94,0,0.002986446
Kentucky,Red,residential,cents per kilowatthour,Dec,13.28,0,0.005312967
Louisiana,Red,all sectors,cents per kilowatthour,Jan,8.43,0,0.005859038
Louisiana,Red,all sectors,cents per kilowatthour,Feb,8.74,0,0.01065449
Louisiana,Red,all sectors,cents per kilowatthour,Mar,9.37,0,0.011480363
Louisiana,Red,all sectors,cents per kilowatthour,Apr,8.84,0,0.014867485
Louisiana,Red,all sectors,cents per kilowatthour,May,8.23,0,0.012414024
Louisiana,Red,all sectors,cents per kilowatthour,Jun,8.6,0,0.011995319
Louisiana,Red,all sectors,cents per kilowatthour,Jul,8.9,0,0.016703641
Louisiana,Red,all sectors,cents per kilowatthour,Aug,8.87,0,0.024038462
Louisiana,Red,all sectors,cents per kilowatthour,Sep,9,0,0.022582152
Louisiana,Red,all sectors,cents per kilowatthour,Oct,8.61,0,0.025365854
Louisiana,Red,all sectors,cents per kilowatthour,Nov,8.18,0,0.01956115
Louisiana,Red,all sectors,cents per kilowatthour,Dec,8.38,0,0.021374608
Louisiana,Red,commercial,cents per kilowatthour,Jan,9.55,0,0.005859038
Louisiana,Red,commercial,cents per kilowatthour,Feb,10.81,0,0.01065449
Louisiana,Red,commercial,cents per kilowatthour,Mar,11.53,0,0.011480363
Louisiana,Red,commercial,cents per kilowatthour,Apr,10.89,0,0.014867485
Louisiana,Red,commercial,cents per kilowatthour,May,10.12,0,0.012414024
Louisiana,Red,commercial,cents per kilowatthour,Jun,9.85,0,0.011995319
Louisiana,Red,commercial,cents per kilowatthour,Jul,10.04,0,0.016703641
Louisiana,Red,commercial,cents per kilowatthour,Aug,10,0,0.024038462
Louisiana,Red,commercial,cents per kilowatthour,Sep,10.52,0,0.022582152
Louisiana,Red,commercial,cents per kilowatthour,Oct,10.41,0,0.025365854
Louisiana,Red,commercial,cents per kilowatthour,Nov,10.5,0,0.01956115
Louisiana,Red,commercial,cents per kilowatthour,Dec,10.73,0,0.021374608
Louisiana,Red,industrial,cents per kilowatthour,Jan,5.73,0,0.005859038
Louisiana,Red,industrial,cents per kilowatthour,Feb,5.73,0,0.01065449
Louisiana,Red,industrial,cents per kilowatthour,Mar,6.36,0,0.011480363
Louisiana,Red,industrial,cents per kilowatthour,Apr,6.09,0,0.014867485
Louisiana,Red,industrial,cents per kilowatthour,May,5.27,0,0.012414024
Louisiana,Red,industrial,cents per kilowatthour,Jun,5.36,0,0.011995319
Louisiana,Red,industrial,cents per kilowatthour,Jul,5.61,0,0.016703641
Louisiana,Red,industrial,cents per kilowatthour,Aug,5.59,0,0.024038462
Louisiana,Red,industrial,cents per kilowatthour,Sep,5.63,0,0.022582152
Louisiana,Red,industrial,cents per kilowatthour,Oct,5.41,0,0.025365854
Louisiana,Red,industrial,cents per kilowatthour,Nov,5.04,0,0.01956115
Louisiana,Red,industrial,cents per kilowatthour,Dec,5.28,0,0.021374608
Louisiana,Red,residential,cents per kilowatthour,Jan,10.85,0,0.005859038
Louisiana,Red,residential,cents per kilowatthour,Feb,11.3,0,0.01065449
Louisiana,Red,residential,cents per kilowatthour,Mar,12.42,0,0.011480363
Louisiana,Red,residential,cents per kilowatthour,Apr,12.12,0,0.014867485
Louisiana,Red,residential,cents per kilowatthour,May,11.52,0,0.012414024
Louisiana,Red,residential,cents per kilowatthour,Jun,11.45,0,0.011995319
Louisiana,Red,residential,cents per kilowatthour,Jul,11.53,0,0.016703641
Louisiana,Red,residential,cents per kilowatthour,Aug,11.61,0,0.024038462
Louisiana,Red,residential,cents per kilowatthour,Sep,11.96,0,0.022582152
Louisiana,Red,residential,cents per kilowatthour,Oct,11.87,0,0.025365854
Louisiana,Red,residential,cents per kilowatthour,Nov,11.91,0,0.01956115
Louisiana,Red,residential,cents per kilowatthour,Dec,11.7,0,0.021374608
Maine,Blue,all sectors,cents per kilowatthour,Jan,21.7,0.223090278,0.032986111
Maine,Blue,all sectors,cents per kilowatthour,Feb,20.91,0.278543307,0.061023622
Maine,Blue,all sectors,cents per kilowatthour,Mar,19.36,0.265050167,0.06270903
Maine,Blue,all sectors,cents per kilowatthour,Apr,18.14,0.291384318,0.0803485
Maine,Blue,all sectors,cents per kilowatthour,May,17.95,0.183054393,0.111924686
Maine,Blue,all sectors,cents per kilowatthour,Jun,18.14,0.179558011,0.098526703
Maine,Blue,all sectors,cents per kilowatthour,Jul,18.59,0.11739503,0.11311054
Maine,Blue,all sectors,cents per kilowatthour,Aug,18.69,0.127012522,0.113595707
Maine,Blue,all sectors,cents per kilowatthour,Sep,19.8,0.154375615,0.109144543
Maine,Blue,all sectors,cents per kilowatthour,Oct,20.13,0.266733267,0.100899101
Maine,Blue,all sectors,cents per kilowatthour,Nov,20.38,0.334006054,0.067608476
Maine,Blue,all sectors,cents per kilowatthour,Dec,21.6,0.279503106,0.068322981
Maine,Blue,commercial,cents per kilowatthour,Jan,19.39,0.223090278,0.032986111
Maine,Blue,commercial,cents per kilowatthour,Feb,19.3,0.278543307,0.061023622
Maine,Blue,commercial,cents per kilowatthour,Mar,18.78,0.265050167,0.06270903
Maine,Blue,commercial,cents per kilowatthour,Apr,18.06,0.291384318,0.0803485
Maine,Blue,commercial,cents per kilowatthour,May,18.45,0.183054393,0.111924686
Maine,Blue,commercial,cents per kilowatthour,Jun,17.51,0.179558011,0.098526703
Maine,Blue,commercial,cents per kilowatthour,Jul,17.23,0.11739503,0.11311054
Maine,Blue,commercial,cents per kilowatthour,Aug,17.18,0.127012522,0.113595707
Maine,Blue,commercial,cents per kilowatthour,Sep,17.84,0.154375615,0.109144543
Maine,Blue,commercial,cents per kilowatthour,Oct,18.53,0.266733267,0.100899101
Maine,Blue,commercial,cents per kilowatthour,Nov,18.69,0.334006054,0.067608476
Maine,Blue,commercial,cents per kilowatthour,Dec,19.57,0.279503106,0.068322981
Maine,Blue,industrial,cents per kilowatthour,Jan,14.76,0.223090278,0.032986111
Maine,Blue,industrial,cents per kilowatthour,Feb,13.31,0.278543307,0.061023622
Maine,Blue,industrial,cents per kilowatthour,Mar,12.78,0.265050167,0.06270903
Maine,Blue,industrial,cents per kilowatthour,Apr,12.31,0.291384318,0.0803485
Maine,Blue,industrial,cents per kilowatthour,May,11.94,0.183054393,0.111924686
Maine,Blue,industrial,cents per kilowatthour,Jun,11.69,0.179558011,0.098526703
Maine,Blue,industrial,cents per kilowatthour,Jul,12.71,0.11739503,0.11311054
Maine,Blue,industrial,cents per kilowatthour,Aug,12.17,0.127012522,0.113595707
Maine,Blue,industrial,cents per kilowatthour,Sep,11.31,0.154375615,0.109144543
Maine,Blue,industrial,cents per kilowatthour,Oct,12.36,0.266733267,0.100899101
Maine,Blue,industrial,cents per kilowatthour,Nov,12.9,0.334006054,0.067608476
Maine,Blue,industrial,cents per kilowatthour,Dec,14.85,0.279503106,0.068322981
Maine,Blue,residential,cents per kilowatthour,Jan,25.92,0.223090278,0.032986111
Maine,Blue,residential,cents per kilowatthour,Feb,24.97,0.278543307,0.061023622
Maine,Blue,residential,cents per kilowatthour,Mar,22.26,0.265050167,0.06270903
Maine,Blue,residential,cents per kilowatthour,Apr,20.48,0.291384318,0.0803485
Maine,Blue,residential,cents per kilowatthour,May,20.48,0.183054393,0.111924686
Maine,Blue,residential,cents per kilowatthour,Jun,22.26,0.179558011,0.098526703
Maine,Blue,residential,cents per kilowatthour,Jul,22.6,0.11739503,0.11311054
Maine,Blue,residential,cents per kilowatthour,Aug,23.39,0.127012522,0.113595707
Maine,Blue,residential,cents per kilowatthour,Sep,26.34,0.154375615,0.109144543
Maine,Blue,residential,cents per kilowatthour,Oct,26.22,0.266733267,0.100899101
Maine,Blue,residential,cents per kilowatthour,Nov,26.26,0.334006054,0.067608476
Maine,Blue,residential,cents per kilowatthour,Dec,26.29,0.279503106,0.068322981
Maryland,Blue,all sectors,cents per kilowatthour,Jan,15.23,0.021956732,0.015175977
Maryland,Blue,all sectors,cents per kilowatthour,Feb,14.98,0.024857587,0.035732781
Maryland,Blue,all sectors,cents per kilowatthour,Mar,14.97,0.025934401,0.033943555
Maryland,Blue,all sectors,cents per kilowatthour,Apr,14.63,0.016086575,0.029833285
Maryland,Blue,all sectors,cents per kilowatthour,May,14.45,0.010223642,0.035463259
Maryland,Blue,all sectors,cents per kilowatthour,Jun,14.78,0.011520737,0.042132982
Maryland,Blue,all sectors,cents per kilowatthour,Jul,15.02,0.007203842,0.031750267
Maryland,Blue,all sectors,cents per kilowatthour,Aug,15.15,0.006648534,0.035055908
Maryland,Blue,all sectors,cents per kilowatthour,Sep,15.28,0.015304218,0.035087719
Maryland,Blue,all sectors,cents per kilowatthour,Oct,15.36,0.012291207,0.030255279
Maryland,Blue,all sectors,cents per kilowatthour,Nov,15.28,0.029991431,0.027420737
Maryland,Blue,all sectors,cents per kilowatthour,Dec,15.69,0.018392371,0.01873297
Maryland,Blue,commercial,cents per kilowatthour,Jan,13.07,0.021956732,0.015175977
Maryland,Blue,commercial,cents per kilowatthour,Feb,12.78,0.024857587,0.035732781
Maryland,Blue,commercial,cents per kilowatthour,Mar,12.71,0.025934401,0.033943555
Maryland,Blue,commercial,cents per kilowatthour,Apr,12.61,0.016086575,0.029833285
Maryland,Blue,commercial,cents per kilowatthour,May,12.49,0.010223642,0.035463259
Maryland,Blue,commercial,cents per kilowatthour,Jun,12.88,0.011520737,0.042132982
Maryland,Blue,commercial,cents per kilowatthour,Jul,13.05,0.007203842,0.031750267
Maryland,Blue,commercial,cents per kilowatthour,Aug,13.06,0.006648534,0.035055908
Maryland,Blue,commercial,cents per kilowatthour,Sep,13.22,0.015304218,0.035087719
Maryland,Blue,commercial,cents per kilowatthour,Oct,13.17,0.012291207,0.030255279
Maryland,Blue,commercial,cents per kilowatthour,Nov,13.12,0.029991431,0.027420737
Maryland,Blue,commercial,cents per kilowatthour,Dec,13.55,0.018392371,0.01873297
Maryland,Blue,industrial,cents per kilowatthour,Jan,10.75,0.021956732,0.015175977
Maryland,Blue,industrial,cents per kilowatthour,Feb,9.26,0.024857587,0.035732781
Maryland,Blue,industrial,cents per kilowatthour,Mar,9.31,0.025934401,0.033943555
